All Day,Mon - Thu,7:30AM - 12:00AM
All Day,Mon - Thu,7:30AM - 12:00AM
All Day,Fri,7:30AM - 9:00PM
All Day,Sat,10:00AM - 7:00PM
All Day,Sun,12:00PM - 12:00AM
Location, Guadalupe Hall, 1 UTSA Circle
San Antonio, TX, 78249
Come visit the NEW Java City location at Guadalupe Hall for a coffee or freshly-made deli sandwich, Whether youre studying late or grabbing a coffee on your way to class, Java City is a convenient and delicious destination.
