All Day,Mon - Thu,7:00AM - 4:00PM
All Day,Mon - Thu,7:00AM - 4:00PM
All Day,Fri,7:00AM - 2:30PM
All Day,Sat - Sun,Closed
Location, Student Union, 1 UTSA Circle
San Antonio, TX, 78249
Rising Roll Gourmet offers unique gourmet sandwiches, salads, soups and breakfast dishes made from the freshest ingredients right in our restaurants every day. Rising Roll proudly serves a Signature Starbucks menu within their location.
